Accession	Submission Date	Title	Number of Raw Files
PXD025122	2021-03-31	RNase III CLASH uncovers sRNA regulatory networks coupling metabolism to production of cytolytic toxins in methicillin resistant Staphylococcus aureus	9
PXD031411	2022-02-03	Molecular architecture of the augmin complex	9
PXD030216	2022-06-22	Virotrap-based interactome analysis of a NTR protein	9
PXD030970	2022-10-19	Mass spectrometry-based proteomic comparison of BirA-SMN, BirA-SMN-Y109C and BirA proxisomes.	9
PXD028980	2021-10-07	Proximity Proteomics Revealed Dicer1 and Transporters as Client Proteins of Aha1	9
PXD025284	2021-04-09	Mass spectrometry based-proteomic analysis comparing the abundance of RNA-binding proteins (RBPs) between TE03 (I3) human embryonic stem cells (hESCs) and human foreskin fibroblasts (HFFs)	9
PXD039567	2023-01-20	Anti-Pol II pS5 co-immunoprecipitation in DIDO WT, KO and ΔSPOC HEK293T cells	9
PXD035452	2022-07-20	Amyotrophic Lateral Sclerosis-associated Mutants of SOD1 Modulate miRNA Biogenesis through Aberrant Interactions with Exportin 5	9
PXD041684	2023-04-20	Identification of the bacteriophage nucleus protein interaction network	9
PXD046793	2023-11-08	LPS-Stimulated Mouse Macrophage RNA Binding Protein Domain Enrichment and Analysis	9
PXD042687	2023-06-02	Ubiquitin-specific proximity labeling for the identification of E3 ubiquitin ligase substrates	9
PXD042691	2023-06-02	Ubiquitin-specific proximity labeling for the identification of E3 ubiquitin ligase substrates	9
PXD042694	2023-06-02	Ubiquitin-specific proximity labeling for the identification of E3 ubiquitin ligase substrates	9
PXD052825	2024-06-04	the Interaction Proteome of Ribosomal 40S Components PNO1 and NOB1 Using TurboID Proximity Labeling Technology	9
PXD053636	2024-07-04	Nucleotide independant as well as ATP-hydrolysis driven steps of Rea1 Linker remodelling drive the removal of assembly factors from pre-ribosomal particles: PhoX cross-linking of Rea1 in presence of ATPgS, AMP-PNP or Apo state.	9
PXD044289	2023-08-02	Variants in LRRC7 lead to intellectual disability, autism, aggression and abnormal eating behavior	9
PXD045846	2023-10-02	Forebrain Eml1 depletion reveals early centrosomal dysfunction causing subcortical heterotopia	9
PXD053382	2024-06-25	HARD-AP-drived RBPome in HEK293 cells, mouse brain and kidney without UV-crosslinking	9
PXD043984	2023-07-21	Unveiling conserved HIV-1 open reading frames encoding T cell antigens using ribosome profiling	9
PXD061317	2025-02-28	Unveiling Cellular Communications through Rapid Pan-Membrane-Protein Labeling	9
PXD062293	2025-03-27	Synechocystis sp. PCC 6803 LC-MSMS	9
PXD049047	2024-01-31	Structural basis of PROTAC-induced target ubiquitination mechanism  - identification of ubiquitin-rbx1 crosslinks	9
PXD060769	2025-02-13	VRN1-associated proteins in Arabidopsis thaliana plants during cold exposure	9
PXD061752	2025-03-12	In vivo proximity-labeling with miniTurboID to screen for protein-protein interactions in the filamentous ascomycete Sordaria macrospora	9
PXD058523	2024-12-03	Development of polyvalent folate receptor-targeting chimeras (FRTACs) for lysosomal degradation of membrane proteins	9
PXD058539	2024-12-03	Development of polyvalent folate receptor-targeting chimeras (FRTACs) for lysosomal degradation of membrane proteins	9
PXD054800	2024-08-12	Global RNA-Protein Interactome purification screening identifies RRP1 in IL-1-stimulated BMDM cells	9
PXD062643	2025-04-06	High Heme Resistance in Serratia plymuthica: Adaptive Mechanisms and Possible Role in Aedes aegypti Midgut Homeostasis	9
PXD041522	2023-04-13	Dynamic N-glycan rearrangement nucleates galectin-3 oligomers and drives endocytosis	9
PXD061693	2025-03-11	Cell-Surface RNA Forms Ternary Complex with RNA-Binding Protein and Heparan Sulfate to Recruit Immune Receptors Complex with RNA-Binding Protein and Heparan Sulfate to Recruit Immune Receptor	9
PXD065859	2025-07-07	Expanding the crosslinking mass spectrometry toolbox with vinyl sulfone crosslinkers	9
PXD065949	2025-07-09	Expanding the crosslinking mass spectrometry toolbox with vinyl sulfone crosslinkers	9
PXD013339	2019-04-02	Identification of HJURP binding determinants on the Mis18 complex using photo-cross-linking and mass spectrometry	8
PXD003766	2016-03-10	Proteolytic-independent role of mycosins in stabilization of the ESX-1 and ESX-5 type VII secretion membrane complexes.	8
PXD013183	2019-03-21	Proximity-dependent biotinylation by TurboID to identify protein-protein interaction networks in yeast	8
PXD006079	2017-03-13	Composite PRC1/dBRD4/MOZ/MORF protein complexes in Drosophila	8
PXD001080	2014-06-23	Entamoeba histolytica splicing/mRNP proteome	8
PXD008577	2018-01-02	A Peptidomimetic Antibiotic Interacts with the Periplasmic Domain of LptD from Pseudomonas aeruginosa	8
PXD003486	2016-01-19	Quantitative cross-linking/mass spectrometry analysis revealed unknown structure of complement iC3	8
PXD007836	2017-09-26	PVY Coat Protein Interactome - In order to identify cellular proteins interacting with the coat protein (CP) of Potato virus Y (PVY), we used coimmunoprecipitation of GFP-CP in PVY-infected Nicotiana benthamiana plants. To be able to pull down non-abundant interactors and to stabilize transient interactions, we used the crosslinker dithiobis(succinimidyl propionate) (DSP). With this we were able to identify a total of 147 potential CP interactors.	8
PXD009260	2018-03-20	Cross-linking of the microtubule binding N-terminal domain of the companion of cellulose synthase 1 protein (CC1∆C223) from Arabidopsis thaliana with tubulin	8
PXD008348	2017-12-01	Comprehensive identification of crosslinked peptides from methyltransferase Hmt1 and its substrate Npl3: use of multiple crosslinkers, mass spectrometry approaches and software platforms	8
PXD009756	2018-05-11	The cochaperone CHIP marks Hsp70- and Hsp90-bound substrates for degradation through a very flexible mechanism	8
PXD015366	2019-09-09	MS analysis of photocrosslink adducts for the mapping of interaction sites of selective engineered PSD-95 PDZ domain ligands	8
PXD016256	2019-12-09	Cooperation of the NEIL3 and Fanconi Anemia/BRCA Pathways in Interstrand Crosslink Repair	8
PXD016221	2019-11-11	2019 Brecht et al. RAG1 vAbl BioID LC-MS/MS	8
PXD016529	2019-11-29	Nucleolin uses its RBD2 domain to recognize long-loop G-Quadruplexes from human minisatellite CEB25	8
PXD017717	2020-03-05	Protein S-glutathionylation in HeLa cells identified by nanoLC-LTQ-Orbitrap XL MS/MS	8
PXD015941	2020-04-08	Structure of herpes simplex virus pUL7:pUL51, a conserved complex required for efficient herpesvirus assembly	8
PXD014898	2019-08-27	Mapping protein-DNA interactions by UV femtosecond laser crosslinking and mass spectrometry analysis	8
PXD019275	2020-05-19	Cryo-EM structures of holo condensin reveal a subunit flip-flop mechanism	8
PXD018600	2020-04-16	A Structure-Based Mechanism for DNA Entry into the Cohesin Ring	8
PXD015658	2019-10-01	The structure and symmetry of the Radial Spoke protein complex in Chlamydomonas flagella	8
PXD018935	2020-04-30	Structural Analysis of 70S Ribosomes by Cross-Linking/Mass Spectrometry Reveals Conformational Plasticity	8
PXD018786	2020-04-24	Cross-linking mass spectrometry identifies interacting regions between VACV A46 and human MAL or MyD88	8
PXD018232	2020-03-27	Crosslinking-MS dataset of the TFIIIC subcomplex tauA with Brf1 and TBP	8
PXD023434	2021-01-06	The box C/D snoRNP assembly factor Bcd1 interacts with the histone chaperone Rtt106 and controls its transcription dependent activity.	8
PXD021553	2020-09-18	A simplified in vivo cross-linking mass spectrometry strategy for proteome-wide studies.	8
PXD021709	2021-03-09	BioID of PAX8 in human ovarian cancer cells	8
PXD025496	2021-04-20	FCGBP, the IgGFc-binding protein, is secreted with all GDPH sequences cleaved, but maintained by inter-fragment disulfide bonds	8
PXD025493	2021-04-20	FCGBP, the IgGFc-binding protein, is secreted with all GDPH sequences cleaved, but maintained by inter-fragment disulfide bonds	8
PXD020323	2020-07-13	Chemical genetics and proteome-wide site mapping reveal cysteine MARylation by PARP-7 on immune-relevant protein targets	8
PXD022440	2020-11-10	Identification of Plk1 interacting proteins by XChIP-MS	8
PXD023651	2021-01-18	A2M bait region engineering - autoconjugation product cross-link identification and PRM quantification	8
PXD026017	2021-05-14	Identification of MukBHN conformational changes upon AcpP binding using cross-linking mass spectrometry	8
PXD030543	2021-12-20	CTCF ChIP-MS from crosslinked chromatin in mouse embryonic stem cells (mESCs) and motor neurons (MNs)	8
PXD027109	2021-07-05	Single cell RNA-seq analysis links respiratory dysfunction to an extracellular matrix-specific damage response	8
PXD028005	2021-08-18	Conformation of the AP-3 complex explains its role in cargo recruitment at the Golgi	8
PXD025287	2021-04-09	Nucleosome recognition and DNA distortion by the Chd1 remodeler revealed at 2.6 Å resolution	8
PXD031242	2022-01-25	XL-MS of RBBP6-bound CPSF complex	8
PXD025179	2021-04-06	Interactome of the circadian clock protein PERIOD2 in human U2OS osteosarcoma cells after the resetting of the circadian clock	8
PXD027905	2021-08-12	A Network G Protein Gai Signaling Partners is Revealed by Proximity Labeling Proteomics and Includes PDZ-RhoGEF	8
PXD034217	2022-05-30	Establishment of TurboID proximity proteomics in the filamentous fungus Sordaria macrospora	8
PXD035151	2022-09-17	Search for host factors located in the vicinity of the cytoplasmic tails of the mumps virus glycoproteins	8
PXD033440	2022-04-25	Loss of colonic primary cilia promotes inflammation and carcinogenesis	8
PXD035153	2022-07-07	Npl3 functions in mRNP assembly by recruitment of mRNP components to the transcription site and their transfer onto the mRNA	8
PXD033004	2022-04-06	Ethynyl-1,2,3-triazolyl-phosphinate based electrophiles for cysteine labelling	8
PXD031261	2022-01-26	Isoleucyl-tRNA synthetase interactome analysis	8
PXD038327	2022-11-23	CSE1L and NUP37 proximity labeling in MCF10A cells expressing chimeric ErbB1:ErbB2 receptors	8
PXD038640	2022-12-07	Structural basis of calmodulin modulation of the rod cyclic nucleotide-gated channel (XL-MS)	8
PXD039694	2023-01-26	KSHV ORF18 TurboID in human iSLK cell lines	8
PXD025262	2021-04-08	The nuclear RNA-interactome of human embryonic stem cells (hESCs)	8
PXD035345	2022-07-14	BRCA1/BARD1 intrinsically disordered regions facilitate chromatin recruitment and ubiquitylation	8
PXD039864	2023-02-04	PABPN1-protein Interactome	8
PXD045725	2023-09-27	Structural basis of RNA-induced autoregulation of the DExH-type RNA helicase maleless	8
PXD045879	2023-10-03	Accelerating Sample Preparation for Proteomics of Formalin Fixed Paraffin Embedded Tumor Tissues to Enable Biomarker Analysis	8
PXD045385	2023-09-14	Targeted RNase H-mediated Extraction of crosslinked RBPs (TREX) for assessing region-specific NORAD lncRNA interactome	8
PXD045105	2023-09-05	TGM1 interaction partners identification reveals possible TGM1 posttranslational modifiers	8
PXD045792	2023-09-28	Don’t Waste Time – Ensure Success in Your Cross-Linking Mass Spectrometry Experiments Before You Begin.	8
PXD048897	2024-01-25	TYROSINE MODIFICATION ANALYSIS OF FUSION GLYCOPROTEIN FROM HUMAN RESPIRATORY SYNCYTIAL VIRUS A2	8
PXD046966	2023-11-14	DSBSO-based XL-MS Analysis of Breast Cancer PDX Tissues to Delineate Protein Interaction Network in Clinical Samples	8
PXD042657	2023-06-02	Ubiquitin-specific proximity labeling for the identification of E3 ubiquitin ligase substrates	8
PXD050824	2024-03-20	Stabilization of Interdomain Interactions in G protein α Subunits as a Determinant of Gαi Subtype Signaling Specificity	8
PXD045858	2023-10-02	Stoichiometric and structural analyses support the 48:12 model of the human pyruvate dehydrogenase complex core	8
PXD049303	2024-02-09	Revealing the Arabidopsis AtGRP7 mRNA interactome by specific RNP capture	8
PXD048194	2024-01-02	Native Purification of yeast Met30 in the absence and presence of Cadmium followed by DSSO crosslinking and Mass spec analysis	8
PXD052484	2024-05-22	MSDC for identification of Pol II post-initiation complex changes	8
PXD047440	2023-12-01	Control of a type III-Dv CRISPR-Cas system by the transcription factor RpaB and interaction of its transcribed leader with the DEAD-box RNA helicase CrhR	8
PXD047173	2023-11-22	An inhibitory segment within G-patch activators tunes Prp43-ATPase activity during ribosome assembly	8
PXD051602	2024-04-20	Global interactomics analysis of the human Duffy antigen receptor for chemokines	8
PXD051661	2024-04-23	Structural analysis of the HypCD apo- and holoproteins by crosslinking mass spectrometry	8
PXD056971	2024-10-19	Proximity proteomics provides a new resource for exploring the function of Afadin and the complexity of cell-cell adherens junctions	8
PXD047368	2023-11-29	Structural analysis of substrate-bound ATP-independent proteasomal activator Bpa from Mycobacterium tuberculosis	8
PXD062870	2025-04-12	Directed evolution of the multicopper oxidase laccase for cell surface proximity labeling and electron microscopy	8
PXD056955	2024-10-18	NHS esters are non-innocent protein acylating reagents	8
PXD055708	2024-09-09	Photoactivated SOPP3 enables APEX2-mediated proximity labeling  with high spatial-temporal resolution in live cells	8
PXD063736	2025-05-07	Identifying peptides and sites involved in FtsZ self-assembly in Escherichia coli through in vivo protein photocrosslinking of FtsZ residues mediated by the unnatural amino acid Bpa (p-benzoyl-L-phenylalanine), followed by tandem mass spectrometry analysis of purified FtsZ crosslinking dimers.	8
PXD052637	2024-05-28	Protein imbalance from aneuploidy impairs mitochondria - Dataset 6: TMT-based global proteomics	8
PXD054381	2024-07-30	Dysfunctional mitochondria trap proteins in the intermembrane space - Data set 5: MRP17 - AP-MS	8
PXD063603	2025-05-05	β-catenin functions as a molecular adapter for disordered cBAF interactions	8
PXD065410	2025-06-24	FITC labeling in tumor cell(red light/ultrasound)	8
